강한나	여자	24	20115867	1084753480	4	4.3
손성한	여자	25	20115869	1084753482	4	4.5
송시열	여자	25	20115870	1084753483	4	1.5
박민웅	여자	25	20115871	1084753484	4	1.6
이미경	여자	25	20115872	1084753485	4	1.7
최진희	여자	25	20115873	1084753486	4	1.8
박세환	여자	25	20115874	1084753487	4	1.9
신경균	여자	25	20115875	1084753488	4	2.0
문주현	여자	25	20115876	1084753489	4	2.1
손정규	여자	25	20115877	1084753490	4	2.2
손여제	여자	25	20115878	1084753491	4	2.3
김유	여자	25	20115879	1084753492	4	2.4
강효빈	여자	25	20115880	1084753493	4	2.5
오백룡	여자	25	20115881	1084753494	4	2.6
김지현	여자	25	20115882	1084753495	4	2.7
박시창I	여자	25	20115883	1084753496	4	2.8
왕산악	여자	25	20115884	1084753497	4	2.9
윤동주	여자	25	20115885	1084753498	4	3.0
왕유릉	여자	25	20115886	1084753499	4	3.1
송영록	여자	25	20115887	1084753500	4	3.2
강석구	여자	25	20115888	1084753501	4	3.3
최상준	여자	25	20115889	1084753502	4	3.4
박기영	여자	25	20115890	1084753503	4	3.5
조인희	여자	25	20115891	1084753504	4	3.6
박유동	여자	25	20115892	1084753505	4	3.7
함영환	여자	25	20115893	1084753506	4	3.8
강거효	여자	25	20115894	1084753507	4	3.9
곽혜선	여자	25	20115895	1084753508	4	4.0
나정환	여자	25	20115896	1084753509	4	4.1
장진숙	여자	25	20115897	1084753510	4	4.2
박형열	여자	25	20115898	1084753511	4	4.3
갈홍기	여자	25	20115899	1084753512	4	4.4
이황룡	여자	25	20115900	1084753513	4	4.5
안성민	여자	25	20115901	1084753514	4	1.5
심극명	여자	25	20115902	1084753515	4	1.6
이승원	여자	25	20115903	1084753516	4	1.7
박효동	여자	25	20115904	1084753517	4	1.8
김명륜	여자	25	20115905	1084753518	4	1.9
유영선	여자	25	20115906	1084753519	4	2.0
황미진	여자	25	20115907	1084753520	4	2.1
최혜경	여자	25	20115908	1084753521	4	2.2
오성훈	여자	25	20115909	1084753522	4	2.3
우오	여자	25	20115910	1084753523	4	2.4
서신일	여자	25	20115911	1084753524	4	2.5
남대식	여자	25	20115912	1084753525	4	2.6
윤승현	여자	25	20115913	1084753526	4	2.7
박만규	여자	25	20115914	1084753527	4	2.8
송승희	여자	25	20115915	1084753528	4	2.9
최지현	여자	25	20115916	1084753529	4	3.0
김재현	여자	25	20115917	1084753530	4	3.1
신채호	여자	25	20115918	1084753531	4	3.2
김태윤	여자	25	20115919	1084753532	4	3.3
남소영	여자	25	20115920	1084753533	4	3.4
유운룡	여자	25	20115921	1084753534	4	3.5
김경희	여자	25	20115922	1084753535	4	3.6
박영옥	여자	25	20115923	1084753536	4	3.7
채성환	여자	25	20115924	1084753537	4	3.8
우미라	여자	25	20115925	1084753538	4	3.9
성한	여자	25	20115926	1084753539	4	4.0
지헌우	여자	25	20115927	1084753540	4	4.1
박봉우	여자	25	20115928	1084753541	4	4.2
변유경	여자	25	20115929	1084753542	4	4.3
김현수	여자	25	20115930	1084753543	4	4.4
연준영	여자	25	20115931	1084753544	4	4.5
홍미라	여자	25	20115932	1084753545	4	1.5
윤형식	여자	25	20115933	1084753546	4	1.6
설현미	여자	25	20115934	1084753547	4	1.7
안정수	여자	25	20115935	1084753548	4	1.8
임형진	여자	25	20115936	1084753549	4	1.9
이강민	여자	25	20115937	1084753550	4	2.0
안재훈	여자	25	20115938	1084753551	4	2.1
송영호	여자	24	20123743	1084753552	4	2.2
신인용	여자	24	20123744	1084753553	4	2.3
남영호	여자	24	20123745	1084753554	4	2.4
설정식	여자	24	20123746	1084753555	4	2.5
오정창	여자	24	20123747	1084753556	4	2.6
황은정	여자	24	20123748	1084753557	4	2.7
강성욱	여자	24	20123749	1084753558	4	2.8
이은경	여자	24	20123750	1084753559	4	2.9
김지영	여자	24	20123751	1084753560	4	3.0
문보람	여자	24	20123752	1084753561	4	3.1
김윤지	여자	24	20123753	1084753562	4	3.2
원걸	여자	24	20123754	1084753563	4	3.3
방재근	여자	24	20123755	1084753564	4	3.4
심병조	여자	24	20123756	1084753565	4	3.5
정재영	여자	24	20123757	1084753566	4	3.6
민명혁	여자	24	20123758	1084753567	4	3.7
성준구	여자	24	20123759	1084753568	4	3.8
박병채	여자	24	20123760	1084753569	4	3.9
박거겸	여자	24	20123761	1084753570	4	4.0
이혜진	여자	24	20123762	1084753571	4	4.1
이선화	여자	24	20123763	1084753572	4	4.2
박민재	여자	24	20123764	1084753573	4	4.3
김민준	여자	24	20123765	1084753574	4	4.4
임민정	여자	24	20123766	1084753575	4	4.5
박성손	여자	24	20123767	1084753576	4	1.5
이자겸	여자	24	20123768	1084753577	4	1.6
박성준	여자	24	20123769	1084753578	4	1.7
강민지	여자	24	20123770	1084753579	4	1.8
박대근	여자	24	20123771	1084753580	4	1.9
신재익	여자	24	20123772	1084753581	4	2.0
유지경	여자	24	20123773	1084753582	4	2.1
지희정	여자	24	20123774	1084753583	4	2.2
김규태	여자	24	20123775	1084753584	4	2.3
박유성	여자	24	20123776	1084753585	4	2.4
민제호	여자	24	20123777	1084753586	4	2.5
주종민	여자	24	20123778	1084753587	4	2.6
강병두	여자	24	20123779	1084753588	4	2.7
마해송	여자	24	20123780	1084753589	4	2.8
박수경	여자	24	20123781	1084753590	4	2.9
해부루	여자	24	20123782	1084753591	4	3.0
노혜경	여자	24	20127564	1084753420	4	4.5
임소란	여자	24	20127565	1084753421	4	1.5
안준호	여자	24	20127566	1084753422	4	1.6
서경수	여자	24	20127567	1084753423	4	1.7
신윤호	여자	24	20127568	1084753424	4	1.8
명성진	여자	24	20127569	1084753425	4	1.9
박시원	여자	24	20127570	1084753426	4	2.0
채은경	여자	24	20127571	1084753427	4	2.1
양주태	여자	24	20127572	1084753428	4	2.2
강백진	여자	24	20127573	1084753429	4	2.3
장보고	여자	24	20127574	1084753430	4	2.4
송광연	여자	24	20127575	1084753431	4	2.5
김성철	여자	24	20127576	1084753432	4	2.6
류성호	여자	24	20127577	1084753433	4	2.7
박우경	여자	24	20127578	1084753434	4	2.8
이오미	여자	24	20127579	1084753435	4	2.9
노정섭	여자	24	20127580	1084753436	4	3.0
박종정	여자	24	20127581	1084753437	4	3.1
곽현식	여자	24	20127582	1084753438	4	3.2
박봉석	여자	24	20127583	1084753439	4	3.3
서명학	여자	24	20127584	1084753440	4	3.4
심진규	여자	24	20127585	1084753441	4	3.5
홍성호	여자	24	20127586	1084753442	4	3.6
이보한	여자	24	20127587	1084753443	4	3.7
강무성	여자	24	20127588	1084753444	4	3.8
오화룡	여자	24	20127589	1084753445	4	3.9
마희경	여자	24	20127590	1084753446	4	4.0
권율수	여자	24	20127591	1084753447	4	4.1
심광수	여자	24	20127592	1084753448	4	4.2
전보경	여자	24	20127593	1084753449	4	4.3
우장춘	여자	24	20127594	1084753450	4	4.4
박기성	여자	24	20127595	1084753451	4	4.5
송인서	여자	24	20127596	1084753452	4	1.5
박영문	여자	24	20127597	1084753453	4	1.6
윤기현	여자	24	20127598	1084753454	4	1.7
안태진	여자	24	20127599	1084753455	4	1.8
오도일	여자	24	20127600	1084753456	4	1.9
유성현	여자	24	20127601	1084753457	4	2.0
강현진	여자	24	20127602	1084753458	4	2.1
유해민	여자	24	20127603	1084753459	4	2.2
백승훈	여자	24	20127604	1084753460	4	2.3
장상훈	여자	24	20127605	1084753461	4	2.4
허태경	여자	24	20127606	1084753462	4	2.5
장영순	여자	24	20127607	1084753463	4	2.6
박운석	여자	24	20127608	1084753464	4	2.7
최선민	여자	24	20127609	1084753465	4	2.8
박문용	여자	24	20127610	1084753466	4	2.9
김경빈	여자	24	20127611	1084753467	4	3.0
안광석	여자	24	20127612	1084753468	4	3.1
민준호	여자	24	20127613	1084753469	4	3.2
양진국	여자	24	20127614	1084753470	4	3.3
이영미	여자	24	20127615	1084753471	4	3.4
박문빈	여자	24	20127616	1084753472	4	3.5
권애경	여자	24	20127617	1084753473	4	3.6
강감찬	여자	24	20127618	1084753474	4	3.7
이종인	여자	24	20127619	1084753475	4	3.8
이창용	여자	24	20127620	1084753476	4	3.9
김동현I	여자	23	20134854	1084753348	4	3.5
양유진	여자	23	20134855	1084753349	4	3.6
연개소문	여자	23	20134856	1084753350	4	3.7
최승환	여자	23	20134857	1084753351	4	3.8
오염	여자	23	20134858	1084753352	4	3.9
차은영	여자	23	20134859	1084753353	4	4.0
이형철	여자	23	20134860	1084753354	4	4.1
강한종	여자	23	20134861	1084753355	4	4.2
성성준	여자	23	20134862	1084753356	4	4.3
박은식	여자	23	20134863	1084753357	4	4.4
권정미	여자	23	20134864	1084753358	4	4.5
박인호	여자	23	20134865	1084753359	4	1.5
박승호	여자	23	20134866	1084753360	4	1.6
신규식	여자	23	20134867	1084753361	4	1.7
손성재	여자	23	20134868	1084753362	4	1.8
진나영	여자	23	20134869	1084753363	4	1.9
이홍설	여자	23	20134870	1084753364	4	2.0
송찬근	여자	23	20134871	1084753365	4	2.1
을지문덕	여자	23	20134872	1084753366	4	2.2
문기운	여자	23	20134873	1084753367	4	2.3
최민수	여자	23	20134874	1084753368	4	2.4
박순필	여자	23	20134875	1084753369	4	2.5
박병희	여자	23	20134876	1084753370	4	2.6
신현호	여자	23	20134877	1084753371	4	2.7
